Skewness: -0.34765461742795567, Average LID: LPCA: 5.692841752453914  |||  MLE: 3.7455521505538996  |||  MLENB: 3.7455521505538996  |||  TLE: 3.524068636645398
LPCA: 0.26946115418423083  |||  MLE: -0.3382309938264405  |||  MLENB: -0.3382309938264405  |||  TLE: -0.07549369751335126
node;in_degree;local_intrinsic_dimensionality_LPCA;local_intrinsic_dimensionality_MLE;local_intrinsic_dimensionality_MLENB;local_intrinsic_dimensionality_TLE
0;73;6;3.495259913959295;3.495259913959295;3.5458472883510157
1;72;3;1.7450830023916866;1.7450830023916866;1.896290441374985
2;86;6;3.6515266837330715;3.6515266837330715;3.6905445468948916
3;80;7;3.0587732742495155;3.0587732742495155;3.280423619809996
4;43;6;3.6379525629025844;3.6379525629025844;3.7758325212383657
5;41;6;6.541126516537177;6.541126516537177;5.4730748495876576
6;23;7;3.793164255980615;3.793164255980615;3.138796816361405
7;69;7;3.6462783723983665;3.6462783723983665;3.935903454569321
8;84;6;3.0940404913443342;3.0940404913443342;3.410551150686718
9;39;7;3.596044170170886;3.596044170170886;3.50874691878912
10;46;6;4.041454828935651;4.041454828935651;3.817591823264083
11;64;5;2.0334938020592994;2.0334938020592994;2.2596239091270096
12;75;5;3.7358845436700077;3.7358845436700077;3.615819769211206
13;88;7;3.694798460787836;3.694798460787836;3.736228861081828
14;37;5;3.7852447227000776;3.7852447227000776;3.1499966867576075
15;55;7;3.057980378210892;3.057980378210892;3.1436001838783283
16;5;6;8.676907919342915;8.676907919342915;4.334639069279876
17;80;6;2.5730130779415226;2.5730130779415226;2.738450650919908
18;66;3;2.691533023557012;2.691533023557012;2.64273857537267
19;56;5;2.3131763116196398;2.3131763116196398;2.471754009077656
20;74;3;1.7954786910288494;1.7954786910288494;1.8565074660645393
21;53;7;4.131854079738338;4.131854079738338;3.780884745693188
22;104;7;4.41674066164172;4.41674066164172;4.386432546946209
23;56;7;4.032192687518351;4.032192687518351;4.115280914166249
24;70;7;3.880219910453544;3.880219910453544;3.884241017925315
25;86;7;3.8558700343623555;3.8558700343623555;4.089595529845216
26;46;7;3.50391209852164;3.50391209852164;3.751075335078819
27;72;7;3.445830134498875;3.445830134498875;3.581234015701658
28;52;7;4.710474007779456;4.710474007779456;4.569630004685591
29;39;7;4.2660975670700525;4.2660975670700525;4.088391029479161
30;72;7;4.174073774090728;4.174073774090728;4.134911027534307
31;48;5;4.907780078011356;4.907780078011356;4.245339202976628
32;40;5;4.305296453311593;4.305296453311593;4.048014592864386
33;88;5;2.0835814546324074;2.0835814546324074;2.41235949502117
34;59;5;3.5963466659331806;3.5963466659331806;3.6293082771963374
35;69;6;3.3406130206811113;3.3406130206811113;3.390266566798326
36;13;6;6.335885683215939;6.335885683215939;4.914409214907326
37;50;4;3.3276216248584163;3.3276216248584163;3.2374817782771914
