Skewness: -0.041687321519027695, Average LID: LPCA: 2.2723809523809524  |||  MLE: 1.6825538702859644  |||  MLENB: 1.6825538702859644  |||  TLE: nan
LPCA: 0.15985983469467552  |||  MLE: -0.2592154870304117  |||  MLENB: -0.2592154870304117  |||  TLE: nan
node;in_degree;local_intrinsic_dimensionality_LPCA;local_intrinsic_dimensionality_MLE;local_intrinsic_dimensionality_MLENB;local_intrinsic_dimensionality_TLE
0;85;2;0.0;0.0;1.6897112992187138
1;108;3;0.0;0.0;1.2851229071256505
2;107;2;0.0;0.0;nan
3;91;2;0.0;0.0;1.8399221503762417
4;83;2;0.0;0.0;2.1301047318843414
5;75;2;0.0;0.0;nan
6;119;2;0.0;0.0;nan
7;82;2;0.0;0.0;nan
8;64;1;0.0;0.0;0.9739595430280791
9;96;2;0.0;0.0;1.5506574674116733
10;102;2;0.0;0.0;1.7160466331167659
11;77;2;1.550808966007016;1.550808966007016;1.9661856140375635
12;93;2;0.0;0.0;nan
13;62;2;0.0;0.0;nan
14;73;2;0.0;0.0;nan
15;91;2;0.0;0.0;nan
16;69;3;0.0;0.0;1.9482027364501509
17;94;3;0.0;0.0;2.191503348536805
18;118;3;0.0;0.0;1.288789372634876
19;69;2;0.0;0.0;1.5369760532202845
20;70;2;0.0;0.0;nan
21;107;2;0.0;0.0;nan
22;88;3;0.0;0.0;2.2906595224448245
23;70;1;0.8813113536754517;0.8813113536754517;1.11359749264438
24;105;2;0.0;0.0;1.8868509579667894
25;75;2;0.0;0.0;2.1183858545868035
26;87;2;0.0;0.0;1.8526104185776715
27;75;2;1.780168461038979;1.780168461038979;2.100342897942421
28;26;1;0.0;0.0;2.815406578840471
29;71;3;0.0;0.0;2.445348544997246
30;60;2;0.0;0.0;1.4601957328715396
31;93;3;1.5167317086223513;1.5167317086223513;2.033625482509528
32;104;3;0.0;0.0;1.6876638341224615
33;73;2;0.9618144026059736;0.9618144026059736;1.2109487542686355
34;84;2;0.0;0.0;1.7769267225290424
35;72;2;0.0;0.0;1.807560990232686
36;65;3;0.0;0.0;2.1835297207740805
37;81;2;0.0;0.0;nan
38;63;2;0.0;0.0;nan
39;94;3;0.0;0.0;3.131835079377889
40;95;3;0.0;0.0;2.432611626557881
41;75;3;0.0;0.0;2.0812411146907834
42;96;4;0.0;0.0;2.428731457708933
43;88;2;0.0;0.0;1.6312374782867771
44;84;3;0.0;0.0;2.257742692624388
45;103;2;1.471657765476666;1.471657765476666;1.9672497412971832
46;117;2;1.3105695322314184;1.3105695322314184;1.7589061092552543
47;80;2;1.8245180817237985;1.8245180817237985;2.177881606127493
48;62;2;0.0;0.0;nan
49;68;3;1.8713207740398192;1.8713207740398192;2.383013422432549
50;87;2;1.4355940834275613;1.4355940834275613;1.5718485279829044
51;109;2;3.057586954286339;3.057586954286339;2.4136550371128545
52;113;2;1.8381906184326717;1.8381906184326717;2.094885808751225
53;88;2;1.9023449027590464;1.9023449027590464;1.9670384070176645
54;87;2;1.9400358154950537;1.9400358154950537;2.0608692698803694
55;81;2;1.964090223540439;1.964090223540439;2.0069380451427206
56;127;2;1.8336661776067793;1.8336661776067793;2.0210704357588556
57;78;2;1.1693584274306086;1.1693584274306086;1.3816501675663213
58;64;1;0.8429600630043375;0.8429600630043375;0.9788949917798756
59;94;2;1.4172392337869795;1.4172392337869795;1.5126955369217705
60;90;2;1.4304530249722254;1.4304530249722254;1.5233764525509654
61;82;2;1.76590267820787;1.76590267820787;1.8947974249442308
62;111;2;1.4658018347462416;1.4658018347462416;1.6624141525435407
63;58;2;1.1420577136779313;1.1420577136779313;1.3452944974263534
64;62;2;1.2402505151357393;1.2402505151357393;1.4320427874981667
65;92;2;2.055721799936757;2.055721799936757;2.2430570428555643
66;93;3;1.7852921394857706;1.7852921394857706;2.041952889580698
67;76;3;1.983998292777015;1.983998292777015;1.9750585769318412
68;21;2;11.3965944461052;11.3965944461052;2.4497448797167816
69;80;2;1.4620555555819674;1.4620555555819674;1.5861159856908096
70;68;2;0.9372716390573979;0.9372716390573979;1.0967282715647546
71;101;2;1.6457537242348215;1.6457537242348215;1.8306266188540539
72;80;3;2.1847658341278766;2.1847658341278766;2.3645514364581355
73;74;2;0.993918024788851;0.993918024788851;1.1582204621909469
74;119;2;1.881325868535482;1.881325868535482;1.9609906472387713
75;79;2;1.668468699614509;1.668468699614509;1.8289175933129447
76;83;2;1.8341345746178064;1.8341345746178064;1.891246959376482
77;63;2;2.5304302068995943;2.5304302068995943;2.4227788295916968
78;32;2;2.705108453230131;2.705108453230131;1.831395049580091
79;62;3;2.253358942232643;2.253358942232643;2.3162971109131276
80;59;2;1.189488478163646;1.189488478163646;1.3965265620598422
81;94;3;2.0318099168791552;2.0318099168791552;2.0373413154003113
82;72;2;2.30243029373615;2.30243029373615;2.252084782022018
83;70;2;1.0578228669247423;1.0578228669247423;1.2059100748937663
84;82;2;1.670801820552766;1.670801820552766;1.7521694349568706
85;77;2;1.6835034302799983;1.6835034302799983;1.7739122066689221
86;53;3;1.9734178683045958;1.9734178683045958;2.1267136857748024
87;80;2;1.3452706401799293;1.3452706401799293;1.52090177860624
88;65;2;1.274976306252159;1.274976306252159;1.4472714873612658
89;94;3;3.3334038215551036;3.3334038215551036;3.204331071091109
90;79;3;1.9560496238243168;1.9560496238243168;1.9562270205714154
